orden,variable,etiqueta_variable,modulo,tipo_dato,usa_ml,usa_dl
687,RSKYFQTES,LIKE TO TEST YOURSELF BY DOING RISKY THINGS,RISK/AVAILABILITY,int64,False,True
688,RKFQPBLT,WEAR A SEATBELT WHEN RIDE FRONT PASS SEAT OF CAR,RISK/AVAILABILITY,int64,False,True
689,RKFQDBLT,WEAR A SEATBELT WHEN YOU DRIVE A CAR,RISK/AVAILABILITY,int64,True,True
690,GRSKCIGPKD,RC-GREAT RISK:  SMOKE 1+ PACKS CIGARETTES PER DAY,RECODED RISK/AVAILABILITY,float64,False,True
691,GRSKMRJMON,RC-GREAT RISK:  USE MARIJUANA ONCE A MONTH,RECODED RISK/AVAILABILITY,float64,False,True
692,GRSKMRJWK,RC-GREAT RISK:  USE MARIJUANA 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,float64,False,True
693,GRSKCOCMON,RC-GREAT RISK:  USE COCAINE ONCE A MONTH,RECODED RISK/AVAILABILITY,float64,False,True
694,GRSKCOCWK,RC-GREAT RISK:  USE COCAINE 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,float64,False,True
695,GRSKHERTRY,RC-GREAT RISK:  TRYING HEROIN ONCE OR TWICE,RECODED RISK/AVAILABILITY,float64,False,True
696,GRSKHERWK,RC-GREAT RISK:  USE HEROIN 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,float64,False,True
697,GRSKLSDTRY,RC-GREAT RISK:  TRYING LSD ONCE OR TWICE,RECODED RISK/AVAILABILITY,float64,False,True
698,GRSKLSDWK,RC-GREAT RISK:  USE LSD 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,float64,False,True
699,GRSKBNGDLY,RC-GREAT RISK:  HAVE 4-5 ALC DRINKS PER DAY,RECODED RISK/AVAILABILITY,float64,False,True
700,GRSKBNGWK,RC-GREAT RISK:  HAVE 5+ ALC DRINKS 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,float64,False,True
701,DIFOBTMRJ,RC-MARIJUANA FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,float64,False,True
702,DIFOBTCOC,RC-COCAINE FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,float64,False,True
703,DIFOBTCRK,RC-CRACK FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,float64,False,True
704,DIFOBTHER,RC-HEROIN FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,float64,False,True
705,DIFOBTLSD,RC-LSD FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,float64,False,True
706,APPDRGMON2,RC-APPROACHED BY SOMEONE SELLING DRUGS,RECODED RISK/AVAILABILITY,float64,False,True
707,SNYSELL,SOLD ILLEGAL DRUGS,SOCIAL ENVIRONMENT,int64,False,True
708,SNYSTOLE,STOLEN/TRIED TO STEAL ANYTHING WORTH > $50,SOCIAL ENVIRONMENT,int64,False,True
709,SNYATTAK,ATTACKED SOMEONE W/INTENT TO SERIOUSLY HURT THEM,SOCIAL ENVIRONMENT,int64,False,True
710,SNAFLMJTRY,HOW YOU FEEL ABOUT ADULTS TRYING MJ/CANNABIS,SOCIAL ENVIRONMENT,int64,False,True
711,SNRLGIMP,MY RELIGIOUS BELIEFS ARE VERY IMPORTANT,SOCIAL ENVIRONMENT,int64,False,True
712,SNRLDCSN,MY RELIGIOUS BELIEFS INFLUENCE MY DECISIONS,SOCIAL ENVIRONMENT,int64,False,True
713,SNRLFRND,IT IS IMPORTANT THAT MY FRIENDS SHARE REL BELIEFS,SOCIAL ENVIRONMENT,int64,False,True
714,PREGSTAT,CURRENTLY PREGNANT (FEMALES AGED 12-50),HEALTH,int64,False,True
715,HTANSWER,PREFERRED WAY TO REPORT HEIGHT,HEALTH,int64,False,True
716,WTANSWER,PREFERRED WAY TO REPORT WEIGHT,HEALTH,int64,False,True
717,INHOSPYR,STAYED OVERNIGHT AS INPNT IN HOSP PAST 12 MOS,HEALTH,int64,True,True
718,NMVSOEST,# TIMES VISITED DR ABOUT OWN HEALTH PST YR,HEALTH,int64,False,True
719,TELEAPTYR,TALK TO DOC ABOUT HEALTH OVER PHONE/EMAIL/VIDEO PST 12 MOS,HEALTH,int64,False,True
720,HPUSETOB,HEALTH PROF ASKED PST 12 MOS: TOBACCO USE,HEALTH,int64,False,True
721,HPUSEALC,HEALTH PROF ASKED PST 12 MOS: ALCOHOL USE,HEALTH,int64,False,True
722,HPUSEDRG,HEALTH PROF ASKED PST 12 MOS: DRUG USE,HEALTH,int64,False,True
723,HPQTTOB,HEALTH PROF ADVISED YOU TO QUIT TOBACCO USE,HEALTH,int64,False,True
724,HPALCAMT2,DOCTOR ASKED HOW MUCH YOU DRINK,HEALTH,int64,False,True
725,HPALCFRQ2,DOCTOR ASKED HOW OFTEN YOU DRINK,HEALTH,int64,False,True
726,HPALCPRB2,DOCTOR ASKED IF ANY DRINKING PROBS,HEALTH,int64,False,True
727,HPALCCUT2,DOCTOR ADVISED YOU TO CUT DOWN ON DRINKING,HEALTH,int64,False,True
728,HPALCTX2,DOCTOR OFFERED INFO ABOUT ALCOHOL TREATMT,HEALTH,int64,False,True
729,HPALCNOT2,DOCTOR DIDNT DISCUSS MY ALCOHOL USE WITH ME,HEALTH,int64,False,True
730,HPDRGTALK,HEALTH PROF DISCUSSED MY DRUG USE WITH ME,HEALTH,int64,True,True
731,HRTCONDEV2,EVER TOLD HAD HEART CONDITION,HEALTH,int64,False,True
732,DIABETEVR2,EVER TOLD HAD DIABETES/SUGAR DIABETES,HEALTH,int64,False,True
733,COPDEVER2,EVER TOLD HAD CHRONIC BRONCHITIS OR COPD,HEALTH,int64,False,True
734,CIRROSEVR2,EVER TOLD HAD CIRRHOSIS OF THE LIVER,HEALTH,int64,False,True
735,HEPBCEVER2,EVER TOLD HAD HEPATITIS B OR C,HEALTH,int64,False,True
736,KIDNYDSEV2,EVER TOLD HAD KIDNEY DISEASE,HEALTH,int64,False,True
737,ASTHMAEVR2,EVER TOLD HAD ASTHMA,HEALTH,int64,False,True
738,HIVAIDSEV2,EVER TOLD HAD HIV OR AIDS,HEALTH,int64,False,True
739,CANCEREVR2,EVER TOLD HAD CANCER,HEALTH,int64,False,True
740,HIGHBPEVR2,EVER TOLD HAD HIGH BLOOD PRESSURE,HEALTH,int64,False,True
741,NONABOVEV2,NEVER HAD ANY OF THESE CONDITIONS,HEALTH,int64,False,True
742,CABLADDER,TYPE OF CANCER: BLADDER,HEALTH,int64,False,True
743,CABLOLEULYM,TYPE OF CANCER: BLOOD/LEUKEMIA/LYMPHOMA,HEALTH,int64,False,True
744,CAOTHER2,TYPE OF CANCER: OTHER,HEALTH,int64,False,True
745,CABREAST,TYPE OF CANCER: BREAST,HEALTH,int64,False,True
746,CACERVIX,TYPE OF CANCER: CERVIX (FEMALES ONLY),HEALTH,int64,False,True
747,CACOLNRECT,TYPE OF CANCER: COLON/RECTUM,HEALTH,int64,False,True
748,CAESOPSTOM,TYPE OF CANCER: ESOPHAGUS/STOMACH,HEALTH,int64,False,True
749,CAGALLIVPAN,TYPE OF CANCER: GALLBLADDER/LIVER/PANCREAS,HEALTH,int64,False,True
750,CAKIDNEY,TYPE OF CANCER: KIDNEY,HEALTH,int64,False,True
751,CALARYLUNG,TYPE OF CANCER: LARYNX/WINDPIPE/LUNG,HEALTH,int64,False,True
752,CAMELANOM,TYPE OF CANCER: MELANOMA,HEALTH,int64,False,True
753,CAMOUTTHRO,TYPE OF CANCER: MOUTH/TONGUE/LIP/THROAT/PHARYNX,HEALTH,int64,False,True
754,CAOVARY,TYPE OF CANCER: OVARY (FEMALES ONLY),HEALTH,int64,False,True
755,CAPROSTEST,TYPE OF CANCER: PROSTATE/TESTIS (MALES ONLY),HEALTH,int64,False,True
756,CASKINOTH,TYPE OF CANCER: SKIN (NOT MELANOMA),HEALTH,int64,False,True
757,CASKINDK,TYPE OF CANCER: SKIN DON'T KNOW WHICH KIND,HEALTH,int64,False,True
758,CATHYROID,TYPE OF CANCER: THYROID,HEALTH,int64,False,True
759,CAUTERUS,TYPE OF CANCER: UTERUS (FEMALES ONLY),HEALTH,int64,False,True
760,CANCERYR,HAD ANY CANCER PAST 12 MONTHS,HEALTH,int64,False,True
761,HRTCONDYR,HAD HEART CONDITION PAST 12 MONTHS,HEALTH,int64,False,True
762,ASTHMANOW,STILL HAVE ASTHMA,HEALTH,int64,False,True
763,HIGHBPMED,TAKING MEDS FOR HIGH BLOOD PRESSURE,HEALTH,int64,False,True
764,PREGST,RC-PREGNANCY STATUS OF FEMALES AGED 12-50,RECODED HEALTH,float64,True,True
765,TELEAPTYR2,RC-TALK TO DOC ABOUT VIRTUAL SERVICE TREATMENT-PAST YEAR,RECODED HEALTH,float64,False,True
766,CASUPROB,THINK EVER HAD PROBLEM WITH OWN DRUG OR ALCOHOL USE,EMERGING ISSUES,int64,True,True
767,CASURCVR,THINK IN RECOVERY FROM DRUG OR ALCOHOL PROBLEM,EMERGING ISSUES,int64,True,True
768,CAMHPROB,THINK EVER HAD PROBLEM WITH OWN MENTAL HEALTH,EMERGING ISSUES,int64,False,True
769,CAMHRCVR,THINK IN RECOVERY FROM MENTAL HEALTH PROBLEM,EMERGING ISSUES,int64,False,True
770,KRATEVER,EVER USED KRATOM,EMERGING ISSUES,int64,False,True
771,KRATREC,TIME SINCE LAST USED KRATOM,EMERGING ISSUES,int64,False,True
772,FLVVAPEVR,EVER VAPED ONLY FLAVORING WITHOUT NICOTINE/SUBSTANCE,EMERGING ISSUES,int64,False,True
773,FLVVAPREC,TIME SINCE LAST VAPED ONLY FLAVORING,EMERGING ISSUES,int64,False,True
774,SYNMRJEVR,EVER USED SYNTHETIC MARIJUANA,EMERGING ISSUES,int64,False,True
775,SYNMRJREC,TIME SINCE LAST USED SYNTHETIC MARIJUANA,EMERGING ISSUES,int64,False,True
776,SYNSTMEVR,EVER USED SYNTHETIC STIMULANTS,EMERGING ISSUES,int64,False,True
777,SYNSTMREC,TIME SINCE LAST USED SYNTHETIC STIMULANTS,EMERGING ISSUES,int64,False,True
778,IMFEVER,EVER USED ILLEGALLY MADE FENTANYL,EMERGING ISSUES,int64,False,True
779,IMFNDLEVER,EVER INJECTED ILLEGALLY MADE FENTANYL WITH NEEDLE,EMERGING ISSUES,int64,False,True
780,IRKRATREC,KRATOM RECENCY - IMPUTATION REVISED,IMPUTED EMERGING ISSUES,int64,False,True
781,IRFLVVAPREC,ONLY FLAVORING VAPING RECENCY - IMPUTATION REVISED,IMPUTED EMERGING ISSUES,int64,False,True
782,IRSYNMRJREC,SYNTHETIC MARIJUANA RECENCY - IMPUTATION REVISED,IMPUTED EMERGING ISSUES,int64,False,True
783,IRSYNSTMREC,SYNTHETIC STIMULANTS RECENCY - IMPUTATION REVISED,IMPUTED EMERGING ISSUES,int64,False,True
784,IRIMFREC,ILLEGALLY MADE FENTANYL RECENCY - IMPUTATION REVISED,IMPUTED EMERGING ISSUES,int64,False,True
785,CASUPROB2,RC-PERCEIVED EVER HAD DRUG OR ALCOHOL USE PROBLEM,RECODED EMERGING ISSUES,float64,False,True
786,RCVYSUBPRB,RC-PERCEIVED RECOVERY FROM DRUG OR ALCOHOL USE PROBLEM,RECODED EMERGING ISSUES,float64,False,True
787,CAMHPROB2,RC-PERCEIVED EVER HAD A MENTAL HEALTH ISSUE,RECODED EMERGING ISSUES,float64,True,True
788,RCVYMHPRB,RC-PERCEIVED RECOVERY FROM MENTAL HEALTH ISSUE,RECODED EMERGING ISSUES,float64,True,True
789,KRATOMFLAG,RC-KRATOM - EVER USED,RECODED EMERGING ISSUES,int64,False,True
790,KRATOMYR,RC-KRATOM - PAST YEAR USE,RECODED EMERGING ISSUES,int64,False,True
791,KRATOMMON,RC-KRATOM - PAST MONTH USE,RECODED EMERGING ISSUES,int64,False,True
792,FLVVAPFLAG,RC-ONLY FLAVORING VAPING - EVER USED,RECODED EMERGING ISSUES,int64,False,True
793,FLVVAPYR,RC-ONLY FLAVORING VAPING - PAST YEAR USE,RECODED EMERGING ISSUES,int64,False,True
794,FLVVAPMON,RC-ONLY FLAVORING VAPING - PAST MONTH USE,RECODED EMERGING ISSUES,int64,False,True
795,SYNMRJFLAG,RC-SYNTHETIC MARIJUANA - EVER USED,RECODED EMERGING ISSUES,int64,False,True
796,SYNMRJYR,RC-SYNTHETIC MARIJUANA - PAST YEAR USE,RECODED EMERGING ISSUES,int64,False,True
797,SYNMRJMON,RC-SYNTHETIC MARIJUANA - PAST MONTH USE,RECODED EMERGING ISSUES,int64,False,True
798,SYNSTMFLAG,RC-SYNTHETIC STIMULANTS - EVER USED,RECODED EMERGING ISSUES,int64,False,True
799,SYNSTMYR,RC-SYNTHETIC STIMULANTS - PAST YEAR USE,RECODED EMERGING ISSUES,int64,False,True
800,SYNSTMMON,RC-SYNTHETIC STIMULANTS - PAST MONTH USE,RECODED EMERGING ISSUES,int64,False,True
801,IMFFLAG,RC-ILLEGALLY MADE FENTANYL - EVER USED,RECODED EMERGING ISSUES,int64,False,True
802,IMFYR,RC-ILLEGALLY MADE FENTANYL - PAST YEAR USE,RECODED EMERGING ISSUES,int64,False,True
803,IMFMON,RC-ILLEGALLY MADE FENTANYL - PAST MONTH USE,RECODED EMERGING ISSUES,int64,False,True
804,IMFNEDFLAG,RC-EVER USED A NEEDLE TO INJECT IMF,RECODED EMERGING ISSUES,float64,False,True
805,ANYNEDFLAG,RC-EVER USED A NEEDLE TO INJECT DRUGS,RECODED EMERGING ISSUES,float64,False,True
806,ANYNEDYR,RC- USED A NEEDLE TO INJECT DRUGS - PAST YEAR,RECODED EMERGING ISSUES,float64,False,True
807,FPIMFANYYR2,RC-FENTANYL PRODUCTS INCLUDING IMF - ANY PAST YEAR USE,RECODED EMERGING ISSUES,int64,False,True
808,FPIMFNMYR,RC-FENTANYL PRODUCTS INCLUDING IMF - PAST YEAR MISUSE,RECODED EMERGING ISSUES,int64,False,True
809,OPIIMFNMYR2,RC-OPIOIDS (RX OPIOIDS OR HER) INCLUDING IMF - PST YR MISUSE,RECODED EMERGING ISSUES,int64,False,True
810,OPIIMFNMMN2,RC-OPIOIDS (RX OPIOIDS OR HER) INCLUDING IMF - PST MO MISUSE,RECODED EMERGING ISSUES,int64,False,True
811,ILIMFOTHFG,"RC-ILLICIT DRUG, IMF, OR OTHER SUB - EVER USED",RECODED EMERGING ISSUES,int64,True,True
812,ILIMFOTHYR,"RC-ILLICIT DRUG, IMF, OR OTHER SUB - PAST YEAR USE",RECODED EMERGING ISSUES,int64,True,True
813,ILIMFOTHMN,"RC-ILLICIT DRUG, IMF, OR OTHER SUB - PAST MONTH USE",RECODED EMERGING ISSUES,int64,True,True
