variable,tipo,n_presentes,n_unicos,n_nan,pct_nan,modulo,notas,rol_provisional,etiqueta_codebook,ref_fuente,n_ref,documentada_codebook,tipo_version
NOBOOKY2,int64,47299,9,0,0.0,SPECIAL TOPICS,,Predictor candidato,# TIMES ARRESTED AND BOOKED PAST 12 MONTHS,"SP02, SP03S",2,True,Original u otra
BKMVTHFT,int64,47299,8,0,0.0,SPECIAL TOPICS,,Predictor candidato,ARRSTD & BOOKED FOR MOT VEH THEFT PAST 12 MONTHS,SP03A,1,True,Original u otra
BKLARCNY,int64,47299,9,0,0.0,SPECIAL TOPICS,,Predictor candidato,ARRSTD & BOOKED FOR LARCENY/THEFT PAST 12 MONTHS,SP03B,1,True,Original u otra
BKBURGL,int64,47299,8,0,0.0,SPECIAL TOPICS,,Predictor candidato,ARRSTD & BOOKED FOR BURGLARY/B & E PAST 12 MOS,SP03C,1,True,Original u otra
BKSRVIOL,int64,47299,9,0,0.0,SPECIAL TOPICS,,Predictor candidato,ARRSTD & BOOKED SERIOUS VIOL OFFENSE PST 12 MOS,"SP03D, SP03G, SP03H",3,True,Original u otra
BKSMASLT,int64,47299,9,0,0.0,SPECIAL TOPICS,,Predictor candidato,ARRSTD & BOOKED FOR OTHER ASSAULT PAST 12 MONTHS,SP03E,1,True,Original u otra
BKROB,int64,47299,7,0,0.0,SPECIAL TOPICS,,Predictor candidato,ARRSTD & BOOKED FOR ROBBERY PAST 12 MONTHS,SP03F,1,True,Original u otra
BKARSON,int64,47299,7,0,0.0,SPECIAL TOPICS,,Predictor candidato,ARRSTD & BOOKED FOR ARSON PAST 12 MONTHS,SP03I,1,True,Original u otra
BKDRVINF,int64,47299,8,0,0.0,SPECIAL TOPICS,,Predictor candidato,ARRSTD & BOOKED FOR DUI PAST 12 MONTHS,SP03J,1,True,Original u otra
BKDRUNK,int64,47299,8,0,0.0,SPECIAL TOPICS,,Predictor candidato,ARRSTD & BOOKED FOR DRUNKENNESS PAST 12 MONTHS,SP03K,1,True,Original u otra
BKDRUG,int64,47299,8,0,0.0,SPECIAL TOPICS,,Predictor candidato,ARRSTD & BOOKED FOR POSSES/SALE DRUGS PAST 12 MOS,SP03M,1,True,Original u otra
BKSEXNR,int64,47299,7,0,0.0,SPECIAL TOPICS,,Predictor candidato,ARRSTD & BOOKED SEX OFFENSE EXCL RAPE PST 12 MOS,"SP03N, SP03O",2,True,Original u otra
BKFRAUD,int64,47299,9,0,0.0,SPECIAL TOPICS,,Predictor candidato,ARRSTD & BOOKED FOR FRAUD/STOL GOODS PAST 12 MOS,SP03P,1,True,Original u otra
BKOTH,int64,47299,9,0,0.0,SPECIAL TOPICS,,Predictor candidato,ARRSTD & BOOKED FOR SOME OTHER OFF PAST 12 MOS,SP03Q,1,True,Original u otra
BKOTHOF2,int64,47299,25,0,0.0,SPECIAL TOPICS,,Predictor candidato,OTHER OFFENSE PAST 12 MONTHS - SPECIFY,"SP03QSC, SP03RSC, SP03SSC",3,True,Original u otra
PROBATON,int64,47299,6,0,0.0,SPECIAL TOPICS,,Predictor candidato,ON PROBATION AT ANY TIME PAST 12 MONTHS,SP04,1,True,Original u otra
PAROLREL,int64,47299,6,0,0.0,SPECIAL TOPICS,,Predictor candidato,ON PAROLE/SUPRV RELEASE PAST 12 MONTHS,SP05,1,True,Original u otra
DRVINALCO,int64,47299,7,0,0.0,SPECIAL TOPICS,,Predictor candidato,DROVE UNDER INFLUENCE OF ALCOHOL PST 12 MOS,SP06A,1,True,Original u otra
DRVINMARJ,int64,47299,7,0,0.0,SPECIAL TOPICS,,Predictor candidato,DROVE UNDER INFLUENCE OF MARIJUANA PST 12 MOS,SP06B,1,True,Original u otra
DRVINCOCN,int64,47299,8,0,0.0,SPECIAL TOPICS,,Predictor candidato,DROVE UNDER INFLU OF COCAINE PST 12 MOS,SP06C,1,True,Original u otra
DRVINHERN,int64,47299,8,0,0.0,SPECIAL TOPICS,,Predictor candidato,DROVE UNDER INFLUENCE OF HEROIN PAST 12 MOS,SP06D,1,True,Original u otra
DRVINHALL,int64,47299,8,0,0.0,SPECIAL TOPICS,,Predictor candidato,DROVE UNDER INFLU OF HALLUCINOGENS PAST 12 MOS,SP06E,1,True,Original u otra
DRVININHL,int64,47299,6,0,0.0,SPECIAL TOPICS,,Predictor candidato,DROVE UNDER INFLUENCE OF INHALANTS PAST 12 MOS,SP06F,1,True,Original u otra
DRVINMETH,int64,47299,7,0,0.0,SPECIAL TOPICS,,Predictor candidato,DROVE UNDER INFLU OF METHAMPHETAMINE PAST 12 MOS,SP06G,1,True,Original u otra
DRVINALON,int64,47299,6,0,0.0,SPECIAL TOPICS,,Predictor candidato,DROVE UNDER INFLUENCE OF ONLY ALCOHOL PST 12 MOS,SP06H,1,True,Original u otra
MXMJPNLT,int64,47299,10,0,0.0,SPECIAL TOPICS,,Predictor candidato,MAX PENALTY FOR 1ST MJ POSS < OUNCE IN YOUR STATE,SP07,1,True,Original u otra
DRVINALCO2,float64,46776,2,523,1.106,RECODED SPECIAL TOPICS,,Predictor candidato,RC-DROVE UNDER INFLUENCE OF ALCOHOL IN PAST YEAR,DRVINALCO,1,True,Recodificada
DRVINMARJ2,float64,46983,2,316,0.668,RECODED SPECIAL TOPICS,,Predictor candidato,RC-DROVE UNDER INFLUENCE OF MARIJUANA IN PAST YEAR,DRVINMARJ,1,True,Recodificada
DRVINDRG,float64,46619,2,680,1.438,RECODED SPECIAL TOPICS,,Predictor candidato,RC-DROVE UNDER INFLUENCE OF SELECTED ILL DRUGS IN PAST YR,"DRVINCOCN, DRVINHALL, DRVINHERN, DRVININHL, DRVINMARJ, DRVINMETH",6,True,Recodificada
DRVINDROTMJ,float64,46812,2,487,1.03,RECODED SPECIAL TOPICS,,Predictor candidato,RC-DROVE UNDER INFLUENCE OF SELECTED ILL DRG OTH MRJ IN PY,"DRVINCOCN, DRVINHALL, DRVINHERN, DRVININHL, DRVINMETH",5,True,Recodificada
DRVINALDRG,float64,46315,2,984,2.08,RECODED SPECIAL TOPICS,,Predictor candidato,RC-DROVE UNDER INFLUENCE OF ALC OR SELECTED ILL DRG IN PY,"DRVINALCO2, DRVINDRG",2,True,Recodificada
PAROL,float64,46658,2,641,1.355,RECODED SPECIAL TOPICS,,Predictor candidato,RC-PAROLE/SUPERVISED RELEASE STATUS IN THE PAST YEAR,PAROLREL,1,True,Recodificada
PROB,float64,46661,2,638,1.349,RECODED SPECIAL TOPICS,,Predictor candidato,RC-PROBATION STATUS IN THE PAST YEAR,PROBATON,1,True,Recodificada
CIGEVER,int64,47299,2,0,0.0,NICOTINE,,Predictor candidato,EVER SMOKED A CIGARETTE,"CG01, CGREF1",2,True,Original u otra
CIGTRY,int64,47299,57,0,0.0,NICOTINE,,Predictor candidato,AGE WHEN FIRST SMOKED A CIGARETTE,CG04,1,True,Original u otra
CIGYFU,int64,47299,10,0,0.0,NICOTINE,,Predictor candidato,YEAR OF FIRST CIGARETTE USE - RECODE,"CG04A, CG04B, CG04C",3,True,Original u otra
CIGMFU,int64,47299,19,0,0.0,NICOTINE,,Predictor candidato,MONTH OF FIRST CIGARETTE USE - RECODE,"CG04C, CG04D",2,True,Original u otra
CIGREC,int64,47299,11,0,0.0,NICOTINE,,Predictor candidato,TIME SINCE LAST SMOKED CIGARETTES,"CG05, CG06, CG06DK, CG06RE",4,True,Original u otra
CIG30USE,int64,47299,35,0,0.0,NICOTINE,,Predictor candidato,HOW MANY DAYS SMOKED CIG IN PAST 30 DAYS,CG07,1,True,Original u otra
CG30EST,int64,47299,11,0,0.0,NICOTINE,,Predictor candidato,BEST EST. # DAYS SMOKED CIG PAST 30 DAYS,CG07DKRE,1,True,Original u otra
CIG30AV,int64,47299,12,0,0.0,NICOTINE,,Predictor candidato,AVG # CIGS SMOKED PER DAY/ON DAY SMOKED,"CG08, CG10",2,True,Original u otra
CIGMENTH30,int64,47299,7,0,0.0,NICOTINE,,Predictor candidato,MENTHOL CIGARETTES SMOKED MOST OFTEN IN PAST 30 DAYS,CGMENTH1,1,True,Original u otra
CIGROLL30,int64,47299,7,0,0.0,NICOTINE,,Predictor candidato,SMOKED A ROLL-YOUR-OWN CIGARETTE IN THE PAST 30 DAYS,CG14,1,True,Original u otra
CIGDLYMO,int64,47299,6,0,0.0,NICOTINE,,Predictor candidato,EVER SMOKED CIG EVERY DAY FOR 30 DAYS,CG15,1,True,Original u otra
CIGAGE,int64,47299,63,0,0.0,NICOTINE,,Predictor candidato,AGE WHEN FIRST STARTED SMOKING CIGARETTES EVERYDAY,CG16,1,True,Original u otra
CIGDLYFU,int64,47299,10,0,0.0,NICOTINE,,Predictor candidato,YEAR OF FIRST CIGARETTE USE EVERY DAY - RECODE,"CG16M1, CG16Y1, CG16Y2",3,True,Original u otra
CIGDLMFU,int64,47299,19,0,0.0,NICOTINE,,Predictor candidato,MONTH OF FIRST CIGARETTE USE EVERY DAY - RECODE,"CG16M1, CG16M2",2,True,Original u otra
CIG100LF,int64,47299,7,0,0.0,NICOTINE,,Predictor candidato,HAVE YOU SMOKED 100 CIGS IN YOUR LIFE,CG16A,1,True,Original u otra
NICVAPEVER,int64,47299,4,0,0.0,NICOTINE,,Predictor candidato,EVER VAPED NICOTINE WITH E-CIGARETTE OR OTHER VAPING DEVICE,"VPLIF, VPLIFREF",2,True,Original u otra
NICVAPAGE,int64,47299,84,0,0.0,NICOTINE,,Predictor candidato,AGE WHEN FIRST VAPED NICOTINE WITH E-CIG OR VAPING DEVICE,VPFT,1,True,Original u otra
NICVAPYFU,int64,47299,10,0,0.0,NICOTINE,,Predictor candidato,YEAR FIRST VAPED NICOTINE W/ E-CIG OR VAPE DEVICE - RECODE,"VPFTYRA, VPFTYRB",2,True,Original u otra
NICVAPMFU,int64,47299,19,0,0.0,NICOTINE,,Predictor candidato,MONTH FIRST VAPED NICOTINE W/ E-CIG OR VAPE DEVICE - RECODE,"VPFTMOA, VPFTMOB",2,True,Original u otra
NICVAPREC,int64,47299,12,0,0.0,NICOTINE,,Predictor candidato,TIME SINCE LAST VAPED NICOTINE WITH E-CIG OR VAPING DEVICE,"VPPM, VPREC, VPRECDK, VPRECREF",4,True,Original u otra
NICVAP30N,int64,47299,35,0,0.0,NICOTINE,,Predictor candidato,# DAYS VAPED NICOTINE W/ E-CIG OR VAP DEVICE IN PAST 30 DAYS,VPPMNUM,1,True,Original u otra
SMKLSSEVR,int64,47299,4,0,0.0,NICOTINE,,Predictor candidato,EVER USED SMOKELESS TOBACCO,"CG25, CGREF3",2,True,Original u otra
SMKLSSTRY,int64,47299,65,0,0.0,NICOTINE,,Predictor candidato,AGE WHEN FIRST USED SMOKELESS TOBACCO,CG26,1,True,Original u otra
SMKLSSYFU,int64,47299,10,0,0.0,NICOTINE,,Predictor candidato,YEAR OF FIRST SMOKELESS TOBACCO  USE - RECODE,"CG26A, CG26B, CG26C",3,True,Original u otra
SMKLSSMFU,int64,47299,19,0,0.0,NICOTINE,,Predictor candidato,MONTH OF FIRST SMOKELESS TOBACCO USE - RECODE,"CG26C, CG26D",2,True,Original u otra
SMKLSSREC,int64,47299,14,0,0.0,NICOTINE,,Predictor candidato,TIME SINCE LAST USED SMOKELESS TOBACCO,"CG27, CG28, CG28DK, CG28RE",4,True,Original u otra
SMKLSS30N,int64,47299,35,0,0.0,NICOTINE,,Predictor candidato,HOW MANY DAYS USED SMOKELESS TOBACCO PAST 30 DAYS,CG29,1,True,Original u otra
SMKLSS30E,int64,47299,10,0,0.0,NICOTINE,,Predictor candidato,BEST EST. HOW MANY DAYS USED SMKLSS TOB PST 30 DYS,CG29DKRE,1,True,Original u otra
CIGAREVR,int64,47299,4,0,0.0,NICOTINE,,Predictor candidato,EVER SMOKED PART OR ALL OF CIGAR,"CG34, CGREF4",2,True,Original u otra
CIGARTRY,int64,47299,76,0,0.0,NICOTINE,,Predictor candidato,AGE WHEN FIRST SMOKED CIGAR,CG35,1,True,Original u otra
CIGARYFU,int64,47299,10,0,0.0,NICOTINE,,Predictor candidato,YEAR OF FIRST CIGAR USE - RECODE,"CG35A, CG35B, CG35C",3,True,Original u otra
CIGARMFU,int64,47299,19,0,0.0,NICOTINE,,Predictor candidato,MONTH OF FIRST CIGAR USE - RECODE,"CG35C, CG35D",2,True,Original u otra
CIGARREC,int64,47299,13,0,0.0,NICOTINE,,Predictor candidato,TIME SINCE LAST SMOKED CIGAR,"CG36, CG37, CG37DK, CG37RE",4,True,Original u otra
CGR30USE,int64,47299,34,0,0.0,NICOTINE,,Predictor candidato,HOW MANY DAYS SMOKED CIGAR IN PAST 30 DAYS,CG38,1,True,Original u otra
CI30EST,int64,47299,10,0,0.0,NICOTINE,,Predictor candidato,BEST EST. # DAYS SMOKED CIGAR PAST 30 DAYS,CG38DKRE,1,True,Original u otra
PIPEVER,int64,47299,3,0,0.0,NICOTINE,,Predictor candidato,EVER SMOKED PIPE TOBACCO,"CG42, CGREF5",2,True,Original u otra
PIPE30DY,int64,47299,5,0,0.0,NICOTINE,,Predictor candidato,HAVE YOU SMOKED PIPE TOBACCO IN PAST 30 DAYS,CG43,1,True,Original u otra
CIGIRTBL,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,NEED TO SMOKE TO FEEL LESS IRRITABLE,DRCGE01,1,True,Original u otra
CIGCRAVE,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,START TO CRAVE CIGS WHEN DON'T SMOKE FOR FEW HRS,DRCGE02,1,True,Original u otra
CIGCRAGP,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,CRAVING OF CIGS LIKE STRONG FORCE CAN'T CONTROL,DRCGE03,1,True,Original u otra
CIGINCTL,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,FEEL A SENSE OF CONTROL OVER YOUR SMOKING,DRCGE04,1,True,Original u otra
CIGAVOID,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,TEND TO AVOID PLACES THAT DON'T ALLOW SMOKING,DRCGE05,1,True,Original u otra
CIGFNSMK,int64,47299,7,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,HAVE FRIENDS WHO DO NOT SMOKE CIGARETTES,DRCGE06A,1,True,Original u otra
CIGFNLKE,int64,47299,11,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,CHOOSE NOT TO BE AROUND FRIENDS WHO DON'T SMOKE,DRCGE06B,1,True,Original u otra
CIGPLANE,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,RATHER NOT TRAVEL BY AIRPLANE B/C NO SMOKING,DRCGE07,1,True,Original u otra
CIGRNOUT,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,SOMETIMES WORRY THAT YOU WILL RUN OUT OF CIGS,DRCGE08,1,True,Original u otra
CIGREGDY,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,SMOKE CIGS FAIRLY REGULARLY THROUGHOUT THE DAY,DRCGE09,1,True,Original u otra
CIGREGWK,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,SMOKE SAME AMOUNT ON WEEKENDS AS ON WEEKDAYS,DRCGE10,1,True,Original u otra
CIGREGNM,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,SMOKE SAME NUMBER OF CIGS FROM DAY TO DAY,DRCGE11,1,True,Original u otra
CIGNMCHG,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,NUMBER OF CIGS SMOKE PER DAY OFTEN CHANGES,DRCGE12,1,True,Original u otra
CIGSVLHR,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,"HAVE MANY CIGS IN HR, THEN NO CIGS TIL HRS LATER",DRCGE13,1,True,Original u otra
CIGINFLU,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,# OF CIGS SMOKE PER DAY INFLUENCED BY OTHER THINGS,DRCGE14,1,True,Original u otra
CIGNOINF,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,SMOKING NOT AFFECTED BY OTHER THINGS,DRCGE15,1,True,Original u otra
CIGINCRS,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,AMOUNT OF SMOKING HAS INCR. SINCE STARTED SMOKING,DRCGE16,1,True,Original u otra
CIGSATIS,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,NEED TO SMOKE A LOT MORE TO BE SATISFIED,DRCGE17,1,True,Original u otra
CIGLOTMR,int64,47299,10,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,SMOKE MUCH MORE NOW BEFORE FEEL ANYTHING,DRCGE18,1,True,Original u otra
CIGWAKE,int64,47299,9,0,0.0,NICOTINE DEPENDENCE,,Predictor candidato,HOW SOON AFTER WAKING DO YOU HAVE YOUR FIRST CIG,"DRCGE19A, DRCGE19B",2,True,Original u otra
NDSSDEPND,float64,47169,3,130,0.275,NICOTINE DEPENDENCE,,Predictor candidato,NICOTINE DEPENDENCE BASED ON NDSS SCORE,"CIGAVOID, CIGCRAGP, CIGCRAVE, CIGINCRS, CIGINCTL, CIGINFLU, CIGIRTBL, CIGLOTMR, CIGMON, CIGNMCHG, CIGNOINF, CIGPLANE, CIGREGDY, CIGREGNM, CIGREGWK, CIGRNOUT, CIGSATIS, CIGSVLHR",18,True,Original u otra
FTNDDEPND,float64,47050,3,249,0.526,NICOTINE DEPENDENCE,,Predictor candidato,NICOTINE DEPENDENCE BASED ON FTND SCALE,"CIGMON, CIGWAKE",2,True,Original u otra
PMNICDEP,float64,47049,3,250,0.529,NICOTINE DEPENDENCE,,Predictor candidato,NICOTINE DEPENDENCE IN PAST MONTH,"FTNDDEP, NDSSDEP",2,True,Original u otra
IRPMNICDEP,int64,47299,2,0,0.0,IMPUTED NICOTINE DEPENDENCE,,Predictor candidato,NICOTINE DEPENDENCE IN PAST MONTH - IMPUTATION REVISED,PMNICDEP,1,True,Imputada
IIPMNICDEP,int64,47299,3,0,0.0,IMPUTED NICOTINE DEPENDENCE,,Predictor candidato,NICOTINE DEPENDENCE IN PAST MONTH - IMPUTATION INDICATOR,"CIGREC, IRPMNICDEP",2,True,Imputada
ALCEVER,int64,47299,4,0,0.0,ALCOHOL,,Predictor candidato,EVER HAD DRINK OF ALCOHOLIC BEVERAGE,"AL01, ALREF",2,True,Original u otra
ALCTRY,int64,47299,64,0,0.0,ALCOHOL,,Predictor candidato,AGE WHEN FIRST DRANK ALCOHOLIC BEVERAGE,AL02,1,True,Original u otra
ALCYFU,int64,47299,10,0,0.0,ALCOHOL,,Predictor candidato,YEAR OF FIRST ALCOHOL USE - RECODE,"AL02A, AL02B, AL02C",3,True,Original u otra
ALCMFU,int64,47299,19,0,0.0,ALCOHOL,,Predictor candidato,MONTH OF FIRST ALCOHOL USE - RECODE,"AL02C, AL02D",2,True,Original u otra
ALCREC,int64,47299,9,0,0.0,ALCOHOL,,Predictor candidato,TIME SINCE LAST DRANK ALCOHOLIC BEVERAGE,"ALLAST3, ALRECDK, ALRECRE",3,True,Original u otra
ALCYRTOT,int64,47299,186,0,0.0,ALCOHOL,,Predictor candidato,TOTAL # OF DAYS USED ALCOHOL IN PAST 12 MOS,TOTDRINK,1,True,Original u otra
ALTOTFG,int64,47299,4,0,0.0,ALCOHOL,,Predictor candidato,TRIMMING INDICATOR FOR ALCYRTOT,,0,True,Original u otra
ALFQFLG,int64,47299,2,0,0.0,ALCOHOL,,Predictor candidato,TRIMMED ALCYRTOT IF R USED < 12 MOS,,0,True,Original u otra
ALBSTWAY,int64,47299,12,0,0.0,ALCOHOL,,Predictor candidato,EASIEST WAY TO TELL US # DAYS DRANK ALCOHOL,ALFRAME3,1,True,Original u otra
ALDAYPYR,int64,47299,137,0,0.0,ALCOHOL,,Predictor candidato,NUMBER DAYS DRANK ALCOHOL IN PAST 12 MOS,ALYRAVE,1,True,Original u otra
ALDAYPMO,int64,47299,39,0,0.0,ALCOHOL,,Predictor candidato,# DAYS PER MONTH DRANK ALCOHOL IN PAST 12 MOS,ALMONAVE,1,True,Original u otra
ALDAYPWK,int64,47299,14,0,0.0,ALCOHOL,,Predictor candidato,# DAYS PER WEEK DRANK ALCOHOL IN PAST 12 MOS,ALWKAVE,1,True,Original u otra
ALCDAYS,int64,47299,36,0,0.0,ALCOHOL,,Predictor candidato,# DAYS HAD ONE OR MORE DRINKS PAST 30 DAYS,AL06,1,True,Original u otra
AL30EST,int64,47299,13,0,0.0,ALCOHOL,,Predictor candidato,BEST ESTIMATE # DAYS HAD ONE OR MORE DRINKS,AL06DKRE,1,True,Original u otra
ALDYSFG,int64,47299,2,0,0.0,ALCOHOL,,Predictor candidato,REVISION INDICATOR FOR ALCDAYS,,0,True,Original u otra
ALCUS30D,int64,47299,49,0,0.0,ALCOHOL,,Predictor candidato,USUAL # OF DRINKS PER DAY PAST 30 DAYS,AL07,1,True,Original u otra
ALCBNG30D,int64,47299,38,0,0.0,ALCOHOL,,Predictor candidato,# DAYS HAD FOUR/FIVE OR MORE DRINKS PAST 30 DYS,AL08,1,True,Original u otra
CADRLAST,int64,47299,50,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,# OF DRINKS THE LAST TIME DRANK IN PAST 30 DAYS,CA01,1,True,Original u otra
CADRPEOP,int64,47299,10,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,ALONE OR W/ MORE THAN ONE PERSON LAST TIME DRANK,CA02A,1,True,Original u otra
CADRCAR,int64,47299,9,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,I DRANK IN A CAR OR OTHER VEHICLE,CA02B1,1,True,Original u otra
CADRHOME,int64,47299,10,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,I DRANK AT MY HOME,CA02B2,1,True,Original u otra
CADROTHM,int64,47299,9,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,I DRANK AT SOMEONE ELSE'S HOME,CA02B3,1,True,Original u otra
CADRPUBL,int64,47299,9,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,"I DRANK AT A PARK, ON A BEACH OR IN A PARKING LOT",CA02B4,1,True,Original u otra
CADRBAR,int64,47299,9,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,"I DRANK IN A RESTAURANT, BAR OR CLUB",CA02B5,1,True,Original u otra
CADREVNT,int64,47299,8,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,I DRANK AT A CONCERT OR SPORTS GAME,CA02B6,1,True,Original u otra
CADRSCHL,int64,47299,9,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,I DRANK AT SCHOOL,CA02B7,1,True,Original u otra
CADROTH,int64,47299,8,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,I DRANK AT SOME OTHER PLACE,CA02B8,1,True,Original u otra
CADROTS2,int64,47299,24,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,OTHER PLACE YOU LAST DRANK ALCOHOL,CA02SC,1,True,Original u otra
CABUYFRE,int64,47299,9,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,PAY FOR THE LAST ALCOHOLIC BEVERAGE THAT U DRANK,CA03,1,True,Original u otra
CAGVMONY,int64,47299,9,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,DID YOU/SOMEONE ELSE BUY LAST ALCOHOLIC BEVERAGE,CA04,1,True,Original u otra
CABUYWHO,int64,47299,7,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,STATEMENT BEST DESCRIBES PURCHASE OF LAST ALCOHOL,CA05,1,True,Original u otra
CABPLACE,int64,47299,10,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,WHERE YOU BOUGHT LAST ALCOHOLIC BEVERAGE,CA05A,1,True,Original u otra
CABUNDAG,int64,47299,6,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,BUY LAST ALCOHOLIC BEVERAGE FR SOMEONE <21 OR 21+,CA05B,1,True,Original u otra
CAGVWHO,int64,47299,10,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,WHO BOUGHT THE ALCOHOLIC BEVERAGE FOR YOU,CA06,1,True,Original u otra
CAFREWHO,int64,47299,17,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,HOW DID U GET THE LAST ALCOHOLIC BEVERAGE U DRANK,CA07,1,True,Original u otra
CAFRESP2,int64,47299,21,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,OTHER WAY YOU GOT THE LAST ALCOHOLIC BEVERAGE,CA07SC,1,True,Original u otra
CADRKDRUG,int64,47299,8,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,ALSO USED DRUGS WHILE YOU WERE DRINKING,CA08,1,True,Original u otra
CADRKMARJ,int64,47299,7,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,USED MARIJUANA OR CANNABIS WHILE YOU WERE DRINKING,CA091,1,True,Original u otra
CADRKCOCN,int64,47299,7,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,USED COCAINE OR 'CRACK' WHILE YOU WERE DRINKING,CA092,1,True,Original u otra
CADRKHERN,int64,47299,6,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,USED HEROIN WHILE YOU WERE DRINKING,CA093,1,True,Original u otra
CADRKHALL,int64,47299,7,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,USED HALLUCINOGENS WHILE YOU WERE DRINKING,CA094,1,True,Original u otra
CADRKINHL,int64,47299,7,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,USED INHALANTS WHILE YOU WERE DRINKING,CA095,1,True,Original u otra
CADRKMETH,int64,47299,7,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,USED METHAMPHETAMINE WHILE YOU WERE DRINKING,CA096,1,True,Original u otra
CABINGFLG,int64,47299,4,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,ANY REPORT OF 4+ OR 5+ DRINKS FROM ALCOHOL MODULE,,0,True,Original u otra
CABINGEVR,int64,47299,8,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,EVER HAD 4/5 OR MORE DRINKS ON THE SAME OCCASION,CA10,1,True,Original u otra
CABINGAGE,int64,47299,85,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,AGE 1ST TIME HAD 4 OR 5 OR MORE DRINKS SAME OCCASION,CA11,1,True,Original u otra
CABINGYFU,int64,47299,10,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,YEAR OF FIRST 4 OR 5 + DRINKS ON SAME OCCASION - RECODE,"CA11A, CA11B, CA11C",3,True,Original u otra
CABINGMFU,int64,47299,19,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,MONTH OF 4 OR 5+ DRINKS ON SAME OCCASION - RECODE,"CA11C, CA11D",2,True,Original u otra
EIBINGAGE,int64,47299,2,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,EDITING INDICATOR FOR CABINGAGE,,0,True,Original u otra
EIBINGYFU,int64,47299,2,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,EDITING INDICATOR FOR CABINGYFU,,0,True,Original u otra
EIBINGMFU,int64,47299,2,0,0.0,CONSUMPTION OF ALCOHOL,,Predictor candidato,EDITING INDICATOR FOR CABINGMFU,,0,True,Original u otra
UADPEOP,float64,47199,4,100,0.211,RECODED CONSUMPTION OF ALCOHOL,,Predictor candidato,RC-SOCIAL CONTEXT OF MOST RECENT ALCOHOL USE,CADRPEOP,1,True,Recodificada
