variable,etiqueta_codebook,modulo,tipo_version,pct_valores_informativos,rol_final_eda
SMKLSSYFU,YEAR OF FIRST SMOKELESS TOBACCO  USE - RECODE,NICOTINE,Original u otra,86.78,Excluir de variables de entrada
SMKLSSMFU,MONTH OF FIRST SMOKELESS TOBACCO USE - RECODE,NICOTINE,Original u otra,86.748,Excluir de variables de entrada
SMKLSSREC,TIME SINCE LAST USED SMOKELESS TOBACCO,NICOTINE,Original u otra,99.96,Excluir de variables de entrada
SMKLSS30N,HOW MANY DAYS USED SMOKELESS TOBACCO PAST 30 DAYS,NICOTINE,Original u otra,99.915,Excluir de variables de entrada
SMKLSS30E,BEST EST. HOW MANY DAYS USED SMKLSS TOB PST 30 DYS,NICOTINE,Original u otra,97.019,Excluir de variables de entrada
CIGAREVR,EVER SMOKED PART OR ALL OF CIGAR,NICOTINE,Original u otra,99.981,Excluir de variables de entrada
CIGARTRY,AGE WHEN FIRST SMOKED CIGAR,NICOTINE,Original u otra,99.577,Excluir de variables de entrada
CIGARYFU,YEAR OF FIRST CIGAR USE - RECODE,NICOTINE,Original u otra,70.887,Excluir de variables de entrada
CIGARMFU,MONTH OF FIRST CIGAR USE - RECODE,NICOTINE,Original u otra,70.839,Excluir de variables de entrada
CIGARREC,TIME SINCE LAST SMOKED CIGAR,NICOTINE,Original u otra,99.979,Excluir de variables de entrada
CGR30USE,HOW MANY DAYS SMOKED CIGAR IN PAST 30 DAYS,NICOTINE,Original u otra,99.949,Excluir de variables de entrada
CI30EST,BEST EST. # DAYS SMOKED CIGAR PAST 30 DAYS,NICOTINE,Original u otra,95.968,Excluir de variables de entrada
PIPEVER,EVER SMOKED PIPE TOBACCO,NICOTINE,Original u otra,99.987,Excluir de variables de entrada
PIPE30DY,HAVE YOU SMOKED PIPE TOBACCO IN PAST 30 DAYS,NICOTINE,Original u otra,99.983,Excluir de variables de entrada
CIGIRTBL,NEED TO SMOKE TO FEEL LESS IRRITABLE,NICOTINE DEPENDENCE,Original u otra,99.753,Predictor principal
CIGCRAVE,START TO CRAVE CIGS WHEN DON'T SMOKE FOR FEW HRS,NICOTINE DEPENDENCE,Original u otra,99.774,Predictor principal
CIGCRAGP,CRAVING OF CIGS LIKE STRONG FORCE CAN'T CONTROL,NICOTINE DEPENDENCE,Original u otra,99.77,Predictor principal
CIGINCTL,FEEL A SENSE OF CONTROL OVER YOUR SMOKING,NICOTINE DEPENDENCE,Original u otra,99.757,Predictor principal
CIGAVOID,TEND TO AVOID PLACES THAT DON'T ALLOW SMOKING,NICOTINE DEPENDENCE,Original u otra,99.751,Predictor principal
CIGFNSMK,HAVE FRIENDS WHO DO NOT SMOKE CIGARETTES,NICOTINE DEPENDENCE,Original u otra,99.778,Predictor principal
CIGFNLKE,CHOOSE NOT TO BE AROUND FRIENDS WHO DON'T SMOKE,NICOTINE DEPENDENCE,Original u otra,98.543,Predictor principal
CIGPLANE,RATHER NOT TRAVEL BY AIRPLANE B/C NO SMOKING,NICOTINE DEPENDENCE,Original u otra,99.736,Predictor principal
CIGRNOUT,SOMETIMES WORRY THAT YOU WILL RUN OUT OF CIGS,NICOTINE DEPENDENCE,Original u otra,99.753,Predictor principal
CIGREGDY,SMOKE CIGS FAIRLY REGULARLY THROUGHOUT THE DAY,NICOTINE DEPENDENCE,Original u otra,99.751,Predictor principal
CIGREGWK,SMOKE SAME AMOUNT ON WEEKENDS AS ON WEEKDAYS,NICOTINE DEPENDENCE,Original u otra,99.725,Predictor principal
CIGREGNM,SMOKE SAME NUMBER OF CIGS FROM DAY TO DAY,NICOTINE DEPENDENCE,Original u otra,99.729,Predictor principal
CIGNMCHG,NUMBER OF CIGS SMOKE PER DAY OFTEN CHANGES,NICOTINE DEPENDENCE,Original u otra,99.734,Predictor principal
CIGSVLHR,"HAVE MANY CIGS IN HR, THEN NO CIGS TIL HRS LATER",NICOTINE DEPENDENCE,Original u otra,99.723,Predictor principal
CIGINFLU,# OF CIGS SMOKE PER DAY INFLUENCED BY OTHER THINGS,NICOTINE DEPENDENCE,Original u otra,99.725,Predictor principal
CIGNOINF,SMOKING NOT AFFECTED BY OTHER THINGS,NICOTINE DEPENDENCE,Original u otra,99.708,Predictor principal
CIGINCRS,AMOUNT OF SMOKING HAS INCR. SINCE STARTED SMOKING,NICOTINE DEPENDENCE,Original u otra,99.729,Predictor principal
CIGSATIS,NEED TO SMOKE A LOT MORE TO BE SATISFIED,NICOTINE DEPENDENCE,Original u otra,99.715,Predictor principal
CIGLOTMR,SMOKE MUCH MORE NOW BEFORE FEEL ANYTHING,NICOTINE DEPENDENCE,Original u otra,99.687,Predictor principal
CIGWAKE,HOW SOON AFTER WAKING DO YOU HAVE YOUR FIRST CIG,NICOTINE DEPENDENCE,Original u otra,99.45,Predictor principal
NDSSDEPND,NICOTINE DEPENDENCE BASED ON NDSS SCORE,NICOTINE DEPENDENCE,Original u otra,99.725,Predictor principal
FTNDDEPND,NICOTINE DEPENDENCE BASED ON FTND SCALE,NICOTINE DEPENDENCE,Original u otra,99.474,Predictor principal
PMNICDEP,NICOTINE DEPENDENCE IN PAST MONTH,NICOTINE DEPENDENCE,Original u otra,99.471,Predictor principal
IRPMNICDEP,NICOTINE DEPENDENCE IN PAST MONTH - IMPUTATION REVISED,IMPUTED NICOTINE DEPENDENCE,Imputada,100.0,Predictor principal
IIPMNICDEP,NICOTINE DEPENDENCE IN PAST MONTH - IMPUTATION INDICATOR,IMPUTED NICOTINE DEPENDENCE,Imputada,99.81,Excluir de variables de entrada
ALCEVER,EVER HAD DRINK OF ALCOHOLIC BEVERAGE,ALCOHOL,Original u otra,99.983,Excluir de variables de entrada
ALCTRY,AGE WHEN FIRST DRANK ALCOHOLIC BEVERAGE,ALCOHOL,Original u otra,99.48,Excluir de variables de entrada
ALCYFU,YEAR OF FIRST ALCOHOL USE - RECODE,ALCOHOL,Original u otra,20.284,Excluir de variables de entrada
ALCMFU,MONTH OF FIRST ALCOHOL USE - RECODE,ALCOHOL,Original u otra,20.203,Excluir de variables de entrada
ALCREC,TIME SINCE LAST DRANK ALCOHOLIC BEVERAGE,ALCOHOL,Original u otra,99.975,Excluir de variables de entrada
ALCYRTOT,TOTAL # OF DAYS USED ALCOHOL IN PAST 12 MOS,ALCOHOL,Original u otra,99.311,Excluir de variables de entrada
ALTOTFG,TRIMMING INDICATOR FOR ALCYRTOT,ALCOHOL,Original u otra,0.59,Excluir de variables de entrada
ALFQFLG,TRIMMED ALCYRTOT IF R USED < 12 MOS,ALCOHOL,Original u otra,0.6,Excluir de variables de entrada
ALBSTWAY,EASIEST WAY TO TELL US # DAYS DRANK ALCOHOL,ALCOHOL,Original u otra,99.49,Excluir de variables de entrada
ALDAYPYR,NUMBER DAYS DRANK ALCOHOL IN PAST 12 MOS,ALCOHOL,Original u otra,52.35,Excluir de variables de entrada
ALDAYPMO,# DAYS PER MONTH DRANK ALCOHOL IN PAST 12 MOS,ALCOHOL,Original u otra,56.887,Excluir de variables de entrada
ALDAYPWK,# DAYS PER WEEK DRANK ALCOHOL IN PAST 12 MOS,ALCOHOL,Original u otra,54.464,Excluir de variables de entrada
ALCDAYS,# DAYS HAD ONE OR MORE DRINKS PAST 30 DAYS,ALCOHOL,Original u otra,99.068,Excluir de variables de entrada
AL30EST,BEST ESTIMATE # DAYS HAD ONE OR MORE DRINKS,ALCOHOL,Original u otra,49.16,Excluir de variables de entrada
ALDYSFG,REVISION INDICATOR FOR ALCDAYS,ALCOHOL,Original u otra,0.047,Excluir de variables de entrada
ALCUS30D,USUAL # OF DRINKS PER DAY PAST 30 DAYS,ALCOHOL,Original u otra,96.687,Excluir de variables de entrada
ALCBNG30D,# DAYS HAD FOUR/FIVE OR MORE DRINKS PAST 30 DYS,ALCOHOL,Original u otra,98.892,Excluir de variables de entrada
CADRLAST,# OF DRINKS THE LAST TIME DRANK IN PAST 30 DAYS,CONSUMPTION OF ALCOHOL,Original u otra,97.858,Excluir de variables de entrada
CADRPEOP,ALONE OR W/ MORE THAN ONE PERSON LAST TIME DRANK,CONSUMPTION OF ALCOHOL,Original u otra,51.669,Excluir de variables de entrada
CADRCAR,I DRANK IN A CAR OR OTHER VEHICLE,CONSUMPTION OF ALCOHOL,Original u otra,51.65,Excluir de variables de entrada
CADRHOME,I DRANK AT MY HOME,CONSUMPTION OF ALCOHOL,Original u otra,51.646,Excluir de variables de entrada
CADROTHM,I DRANK AT SOMEONE ELSE'S HOME,CONSUMPTION OF ALCOHOL,Original u otra,51.633,Excluir de variables de entrada
CADRPUBL,"I DRANK AT A PARK, ON A BEACH OR IN A PARKING LOT",CONSUMPTION OF ALCOHOL,Original u otra,51.64,Excluir de variables de entrada
CADRBAR,"I DRANK IN A RESTAURANT, BAR OR CLUB",CONSUMPTION OF ALCOHOL,Original u otra,51.644,Excluir de variables de entrada
CADREVNT,I DRANK AT A CONCERT OR SPORTS GAME,CONSUMPTION OF ALCOHOL,Original u otra,51.65,Excluir de variables de entrada
CADRSCHL,I DRANK AT SCHOOL,CONSUMPTION OF ALCOHOL,Original u otra,51.648,Excluir de variables de entrada
CADROTH,I DRANK AT SOME OTHER PLACE,CONSUMPTION OF ALCOHOL,Original u otra,51.65,Excluir de variables de entrada
CADROTS2,OTHER PLACE YOU LAST DRANK ALCOHOL,CONSUMPTION OF ALCOHOL,Original u otra,49.119,Excluir de variables de entrada
CABUYFRE,PAY FOR THE LAST ALCOHOLIC BEVERAGE THAT U DRANK,CONSUMPTION OF ALCOHOL,Original u otra,51.652,Excluir de variables de entrada
CAGVMONY,DID YOU/SOMEONE ELSE BUY LAST ALCOHOLIC BEVERAGE,CONSUMPTION OF ALCOHOL,Original u otra,49.874,Excluir de variables de entrada
CABUYWHO,STATEMENT BEST DESCRIBES PURCHASE OF LAST ALCOHOL,CONSUMPTION OF ALCOHOL,Original u otra,49.377,Excluir de variables de entrada
CABPLACE,WHERE YOU BOUGHT LAST ALCOHOLIC BEVERAGE,CONSUMPTION OF ALCOHOL,Original u otra,49.329,Excluir de variables de entrada
CABUNDAG,BUY LAST ALCOHOLIC BEVERAGE FR SOMEONE <21 OR 21+,CONSUMPTION OF ALCOHOL,Original u otra,48.94,Excluir de variables de entrada
CAGVWHO,WHO BOUGHT THE ALCOHOLIC BEVERAGE FOR YOU,CONSUMPTION OF ALCOHOL,Original u otra,49.016,Excluir de variables de entrada
CAFREWHO,HOW DID U GET THE LAST ALCOHOLIC BEVERAGE U DRANK,CONSUMPTION OF ALCOHOL,Original u otra,49.733,Excluir de variables de entrada
CAFRESP2,OTHER WAY YOU GOT THE LAST ALCOHOLIC BEVERAGE,CONSUMPTION OF ALCOHOL,Original u otra,49.107,Excluir de variables de entrada
CADRKDRUG,ALSO USED DRUGS WHILE YOU WERE DRINKING,CONSUMPTION OF ALCOHOL,Original u otra,98.812,Excluir de variables de entrada
CADRKMARJ,USED MARIJUANA OR CANNABIS WHILE YOU WERE DRINKING,CONSUMPTION OF ALCOHOL,Original u otra,92.196,Excluir de variables de entrada
CADRKCOCN,USED COCAINE OR 'CRACK' WHILE YOU WERE DRINKING,CONSUMPTION OF ALCOHOL,Original u otra,85.585,Excluir de variables de entrada
CADRKHERN,USED HEROIN WHILE YOU WERE DRINKING,CONSUMPTION OF ALCOHOL,Original u otra,85.262,Excluir de variables de entrada
CADRKHALL,USED HALLUCINOGENS WHILE YOU WERE DRINKING,CONSUMPTION OF ALCOHOL,Original u otra,85.793,Excluir de variables de entrada
CADRKINHL,USED INHALANTS WHILE YOU WERE DRINKING,CONSUMPTION OF ALCOHOL,Original u otra,85.401,Excluir de variables de entrada
CADRKMETH,USED METHAMPHETAMINE WHILE YOU WERE DRINKING,CONSUMPTION OF ALCOHOL,Original u otra,85.456,Excluir de variables de entrada
CABINGFLG,ANY REPORT OF 4+ OR 5+ DRINKS FROM ALCOHOL MODULE,CONSUMPTION OF ALCOHOL,Original u otra,23.415,Excluir de variables de entrada
CABINGEVR,EVER HAD 4/5 OR MORE DRINKS ON THE SAME OCCASION,CONSUMPTION OF ALCOHOL,Original u otra,74.15,Excluir de variables de entrada
CABINGAGE,AGE 1ST TIME HAD 4 OR 5 OR MORE DRINKS SAME OCCASION,CONSUMPTION OF ALCOHOL,Original u otra,64.987,Excluir de variables de entrada
CABINGYFU,YEAR OF FIRST 4 OR 5 + DRINKS ON SAME OCCASION - RECODE,CONSUMPTION OF ALCOHOL,Original u otra,21.565,Excluir de variables de entrada
CABINGMFU,MONTH OF 4 OR 5+ DRINKS ON SAME OCCASION - RECODE,CONSUMPTION OF ALCOHOL,Original u otra,21.389,Excluir de variables de entrada
EIBINGAGE,EDITING INDICATOR FOR CABINGAGE,CONSUMPTION OF ALCOHOL,Original u otra,0.0,Excluir de variables de entrada
EIBINGYFU,EDITING INDICATOR FOR CABINGYFU,CONSUMPTION OF ALCOHOL,Original u otra,0.0,Excluir de variables de entrada
EIBINGMFU,EDITING INDICATOR FOR CABINGMFU,CONSUMPTION OF ALCOHOL,Original u otra,0.0,Excluir de variables de entrada
UADPEOP,RC-SOCIAL CONTEXT OF MOST RECENT ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.789,Predictor principal
UADCAR,RC-MOST RECENT ALCOHOL USE IN A CAR,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2.715,Predictor principal
UADHOME,RC-MOST RECENT ALCOHOL USE AT HOME,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2.715,Predictor principal
UADOTHM,RC-MOST RECENT ALCOHOL USE AT SOMEONE ELSE'S HOME,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2.715,Predictor principal
UADPUBL,"RC-MOST RECENT ALCOHOL USE AT A PARK, BEACH, OR LOT",RECODED CONSUMPTION OF ALCOHOL,Recodificada,2.715,Predictor principal
UADBAR,"RC-MOST RECENT ALCOHOL USE AT RESTAURANT, BAR, OR CLUB",RECODED CONSUMPTION OF ALCOHOL,Recodificada,2.715,Predictor principal
UADEVNT,RC-MOST RECENT ALCOHOL USE AT CONCERT OR SPORTS GAME,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2.715,Predictor principal
UADSCHL,RC-MOST RECENT ALCOHOL USE AT SCHOOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2.715,Predictor principal
UADROTH,RC-MOST RECENT ALCOHOL USE AT SOME OTHER PLACE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2.681,Predictor principal
UADOTSP2,RC-OTHER LOCATIONS OF MOST RECENT ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,0.085,Predictor principal
UADPAID,RC-UNDERAGE DRINKER PAID FOR MOST RECENT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.772,Predictor principal
UADMONY,RC-UNDERAGE DRINKER PURCHASED MOST RECENT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.763,Predictor principal
UADBWHO,RC-HOW UNDERAGE DRINKER PURCHASED MOST RECNT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.763,Predictor principal
UADPLACE,RC-WHERE UNDERAGE DRINKER PURCHSD MOST RECNT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.757,Predictor principal
UADBUND,RC-AGE PERSON WHO PURCHASED ALC FOR UNDERAGE DRINKER,RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.725,Predictor principal
UADCAG,RC-WHO PURCHASED UNDERAGE DRINKER MOST RECENT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.347,Predictor principal
UADFWHO,RC-WHO GAVE UNDERAGE DRINKER MOST RECENT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,98.753,Predictor principal
UADFRD,"RC-MOST RECENT ALCOHOL FROM FRIEND, UNSPEC AGE/METHOD",RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.681,Predictor principal
CADRKMARJ2,RC-USED MARIJUANA WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.247,Predictor principal
CADRKCOCN2,RC-USED COCAINE WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.901,Predictor principal
CADRKHERN2,RC-USED HEROIN WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.973,Predictor principal
CADRKHALL2,RC-USED HALLUCINOGENS WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.715,Predictor principal
CADRKINHL2,RC-USED INHALANTS WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.896,Predictor principal
CADRKMETH2,RC-USED METHAMPHETAMINE WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,99.945,Predictor principal
CBDHMPEVR,EVER USED CBD OR HEMP PRODUCTS,MARIJUANA,Original u otra,99.759,Excluir de variables de entrada
CBDHMPREC,TIME SINCE LAST USED CBD OR HEMP PRODUCT,MARIJUANA,Original u otra,99.759,Excluir de variables de entrada
MJEVER,EVER USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,99.951,Excluir de variables de entrada
MJAGE,AGE WHEN FIRST USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,99.715,Excluir de variables de entrada
MJYFU,YEAR OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,49.282,Excluir de variables de entrada
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,49.191,Excluir de variables de entrada
MJREC,TIME SINCE LAST USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,99.947,Excluir de variables de entrada
MJYRTOT,TOTAL # OF DAYS USED MARIJUANA/CANNABIS IN PAST 12 MOS,MARIJUANA,Original u otra,99.429,Excluir de variables de entrada
MRTOTFG,TRIMMING INDICATOR FOR MJYRTOT,MARIJUANA,Original u otra,1.093,Excluir de variables de entrada
MJFQFLG,TRIMMED MJYRTOT IF R USED < 12 MOS,MARIJUANA,Original u otra,0.414,Excluir de variables de entrada
MRBSTWAY,EASIEST WAY TO TELL US # DAYS USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,99.512,Excluir de variables de entrada
MRDAYPYR,# DAYS USED MARIJUANA/CANNABIS PAST 12 MONTHS,MARIJUANA,Original u otra,80.883,Excluir de variables de entrada
MRDAYPMO,# DAYS PER MO USED MARIJUANA/CANNABIS PAST 12 MOS,MARIJUANA,Original u otra,77.919,Excluir de variables de entrada
MRDAYPWK,# DAYS PER WEEK USED MARIJUANA/CANNABIS PAST 12 MOS,MARIJUANA,Original u otra,84.287,Excluir de variables de entrada
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,MARIJUANA,Original u otra,99.463,Excluir de variables de entrada
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,MARIJUANA,Original u otra,80.441,Excluir de variables de entrada
MJYRSMOKE,MRJ USE - SMOKING - PAST 12 MONTHS,MARIJUANA,Original u otra,99.505,Excluir de variables de entrada
MJYRVAPE,MRJ USE - VAPING - PAST 12 MONTHS,MARIJUANA,Original u otra,99.233,Excluir de variables de entrada
MJYRDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 12 MOS",MARIJUANA,Original u otra,99.554,Excluir de variables de entrada
MJYREAT,MRJ USE - EATING OR DRINKING - PAST 12 MONTHS,MARIJUANA,Original u otra,99.273,Excluir de variables de entrada
MJYRMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 12 MOS,MARIJUANA,Original u otra,99.638,Excluir de variables de entrada
MJYRSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 12 MONTHS,MARIJUANA,Original u otra,99.668,Excluir de variables de entrada
MJYRPILL,MRJ USE - PILLS - PAST 12 MONTHS,MARIJUANA,Original u otra,99.706,Excluir de variables de entrada
MJYROTHER,MRJ USE - SOME OTHER WAY - PAST 12 MONTHS,MARIJUANA,Original u otra,99.698,Excluir de variables de entrada
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,MARIJUANA,Original u otra,99.524,Excluir de variables de entrada
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,MARIJUANA,Original u otra,99.518,Excluir de variables de entrada
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",MARIJUANA,Original u otra,99.539,Excluir de variables de entrada
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,MARIJUANA,Original u otra,99.478,Excluir de variables de entrada
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,MARIJUANA,Original u otra,99.548,Excluir de variables de entrada
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,MARIJUANA,Original u otra,99.535,Excluir de variables de entrada
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,MARIJUANA,Original u otra,99.539,Excluir de variables de entrada
MJEVERVAPE,EVER VAPED MARIJUANA,MARIJUANA,Original u otra,87.769,Excluir de variables de entrada
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,99.729,Excluir de variables de entrada
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,76.577,Excluir de variables de entrada
MEDMJPA2,STATE MEDICAL MJ LAW PASSED AT TIME OF INTERVIEW,MARIJUANA,Original u otra,100.0,Excluir de variables de entrada
MKMBGHTYR,PAID FOR OR BOUGHT MARIJUANA - PAST 12 MONTHS,MARKET INFORMATION FOR MARIJUANA,Original u otra,98.725,Excluir de variables de entrada
MKMTRADEYR,TRADED SOMETHING FOR MARIJUANA - PAST 12 MONTHS,MARKET INFORMATION FOR MARIJUANA,Original u otra,98.776,Excluir de variables de entrada
MKMFREEYR,GOT FOR FREE OR SHARED SOMEONE ELSE'S MARIJUANA - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,98.71,Excluir de variables de entrada
MKMGREWYR,GREW OWN MARIJUANA - PAST 12 MONTHS,MARKET INFORMATION FOR MARIJUANA,Original u otra,98.776,Excluir de variables de entrada
MKMOTHWAYYR,GOT MARIJUANA IN SOME OTHER WAY - PAST 12 MONTHS,MARKET INFORMATION FOR MARIJUANA,Original u otra,95.076,Excluir de variables de entrada
MKMBGHTREC,TIME SINCE LAST PAID FOR OR BOUGHT MARIJUANA,MARKET INFORMATION FOR MARIJUANA,Original u otra,89.907,Excluir de variables de entrada
MKMBGHT30N2,# OF DAYS PAID FOR OR BOUGHT MARIJUANA - PAST 30 DAYS,MARKET INFORMATION FOR MARIJUANA,Original u otra,81.75,Excluir de variables de entrada
MKMAMTPDCOM2,AMT PAID FOR LAST MRJ BOUGHT - CAT - PST 12 MOS (COMBINED),MARKET INFORMATION FOR MARIJUANA,Original u otra,89.907,Excluir de variables de entrada
MKMBGHTDISP,BGHT LAST MARIJUANA FROM STORE OR DISPENSARY - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,89.955,Excluir de variables de entrada
MKMBGHTKNW,HOW WELL KNOW PERSON BOUGHT LAST MRJ FROM - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,76.145,Excluir de variables de entrada
MKMBGHTJNT,LAST BOUGHT MRJ IN PRE-ROLLED JOINTS - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,89.985,Excluir de variables de entrada
MKMBGHTLOO,LAST BOUGHT MRJ IN LOOSE FORM - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,89.987,Excluir de variables de entrada
MKMBGHTVAPE,LAST BOUGHT MRJ IN VAPING CATRIDGE/OIL/PEN - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,89.977,Excluir de variables de entrada
MKMBGHTDAB,LAST BOUGHT MRJ IN WAXES/SHATTER/CONCENTRATE - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,89.977,Excluir de variables de entrada
MKMBGHTEDBLE,LAST BOUGHT MRJ IN EDIBLES FOR EAT OR DRINK - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,89.972,Excluir de variables de entrada
MKMBGHTDRPS,LAST BOUGHT MRJ IN DROP/STRIP/LOZENGE/SPRAY - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,89.97,Excluir de variables de entrada
MKMBGHTLTN,LAST BOUGHT MRJ IN LOTION/CREAM/PATCH - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,89.972,Excluir de variables de entrada
MKMBGHTPILL,LAST BOUGHT MRJ IN PILLS - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,89.979,Excluir de variables de entrada
MKMBGHTOTH,LAST BOUGHT MRJ IN OTHER FORM - PST 12 MOS,MARKET INFORMATION FOR MARIJUANA,Original u otra,89.761,Excluir de variables de entrada
MKMLOOGMCOM2,EST AMT OF LOOSE MRJ BGHT LAST TIME IN GRAMS-CAT (COMBINED),MARKET INFORMATION FOR MARIJUANA,Original u otra,76.515,Excluir de variables de entrada
MKMLOOOUNCE,AMT OF LOOSE MARIJUANA BOUGHT LAST TIME IN OUNCES - CAT,MARKET INFORMATION FOR MARIJUANA,Original u otra,76.693,Excluir de variables de entrada
MKMSELLMRJ,SOLD MARIJUANA IN THE PAST 12 MONTHS,MARKET INFORMATION FOR MARIJUANA,Original u otra,98.78,Excluir de variables de entrada
BLNTEVER,EVER SMOKED CIGAR WITH MARIJUANA IN IT,BLUNTS,Original u otra,99.068,Excluir de variables de entrada
BLNTAGE,AGE WHEN FIRST SMOKED CIGAR WITH MJ IN IT,BLUNTS,Original u otra,98.839,Excluir de variables de entrada
BLNTYFU,YEAR OF FIRST USE OF CIGAR WITH MJ IN IT - RECODE,BLUNTS,Original u otra,73.46,Excluir de variables de entrada
BLNTMFU,MONTH OF FIRST USE OF CIGAR W/MJ IN IT - RECODE,BLUNTS,Original u otra,73.405,Excluir de variables de entrada
BLNTREC,TIME SINCE LAST SMOKED CIGAR WITH MJ IN IT,BLUNTS,Original u otra,98.987,Excluir de variables de entrada
BLRECFL2,INCONSISTENCY BETW BLNTREC AND INCIDENCE DATA,BLUNTS,Original u otra,0.091,Excluir de variables de entrada
BLNT30DY,# DAYS USED CIGAR WITH MJ IN IT PAST 30 DAYS,BLUNTS,Original u otra,98.977,Excluir de variables de entrada
BLNT30C1,"BL02/MJ01 DISAGREE, WHICH IS CORRECT",BLUNTS,Original u otra,0.108,Excluir de variables de entrada
BLNT30C2,"BL02 AND MJ RECENCY DISAGREE, WHICH IS CORRECT",BLUNTS,Original u otra,0.188,Excluir de variables de entrada
RSNOMRJ,WHY REPORT EARLIER THAT NEVER USED MJ/CANNABIS,BLUNTS,Original u otra,0.07,Excluir de variables de entrada
RSNMRJMO,WHY REPRT EARLIER NOT USE MJ/CANNABIS PAST 30 DAYS,BLUNTS,Original u otra,0.112,Excluir de variables de entrada
BLNTNOMJ,SMOKE CIGARS WITH NO MARIJUANA PAST 30 DAYS,BLUNTS,Original u otra,96.306,Excluir de variables de entrada
COCEVER,EVER USED COCAINE,COCAINE,Original u otra,99.968,Excluir de variables de entrada
